"No.","Time","Source","Destination","Protocol","Length","ID","Info"
"1460","01:50:29.903369164","151.101.65.140","10.0.0.214","TCP","66","","443  >  53036 [ACK] Seq=4104 Ack=2045 Win=70144 Len=0 TSval=3739516523 TSecr=2359524694"
"1461","01:50:29.904564693","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","276","","Application Data"
"1462","01:50:29.904564730","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"1463","01:50:29.905744847","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=16196 Ack=30454 Win=64128 Len=0"
"1464","01:50:29.906217165","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","130","","Application Data"
"1465","01:50:29.906238393","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","163","","Application Data"
"1466","01:50:29.909489629","2600:1901:1:e52::","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","86","","443  >  47848 [ACK] Seq=1 Ack=44 Win=267 Len=0 TSval=106437385 TSecr=539110112"
"1467","01:50:29.914142462","151.101.65.140","10.0.0.214","TCP","66","","443  >  53024 [ACK] Seq=103389 Ack=2303 Win=74240 Len=0 TSval=1242355113 TSecr=2359524679"
"1468","01:50:29.924309109","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47026 [ACK] Seq=30454 Ack=16341 Win=115712 Len=0"
"1469","01:50:29.926593637","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","276","","Application Data"
"1470","01:50:29.926593699","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"1471","01:50:29.926762556","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=16341 Ack=30687 Win=64128 Len=0"
"1472","01:50:29.927050962","10.0.0.214","151.101.65.140","TCP","74","","53054  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2359524758 TSecr=0 WS=128"
"1473","01:50:29.928185898","2600:1901:1:e52::","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.2","126","","Application Data"
"1474","01:50:29.928192417","2601:143:c701:ae60:6758:2126:81b1:b731","2600:1901:1:e52::","TCP","86","","47848  >  443 [ACK] Seq=44 Ack=41 Win=501 Len=0 TSval=539110158 TSecr=106437406"
"1475","01:50:29.949483386","151.101.65.140","10.0.0.214","TCP","74","","443  >  53054 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1396 SACK_PERM=1 TSval=1242355147 TSecr=2359524758 WS=512"
"1476","01:50:29.949527128","10.0.0.214","151.101.65.140","TCP","66","","53054  >  443 [ACK] Seq=1 Ack=1 Win=64256 Len=0 TSval=2359524781 TSecr=1242355147"
"1477","01:50:29.952092042","10.0.0.214","151.101.65.140","TLSv1.2","583","","Client Hello"
"1478","01:50:29.956535965","10.0.0.214","151.101.65.140","TLSv1.2","198","","Application Data"
"1479","01:50:29.973638506","151.101.65.140","10.0.0.214","TCP","66","","443  >  53054 [ACK] Seq=1 Ack=518 Win=67072 Len=0 TSval=1242355171 TSecr=2359524783"
"1480","01:50:29.975647940","151.101.65.140","10.0.0.214","TLSv1.2","1450","","Server Hello"
"1481","01:50:29.975672247","10.0.0.214","151.101.65.140","TCP","66","","53054  >  443 [ACK] Seq=518 Ack=1385 Win=63104 Len=0 TSval=2359524807 TSecr=1242355173"
"1482","01:50:29.976349198","151.101.65.140","10.0.0.214","TCP","1450","","443  >  53054 [ACK] Seq=1385 Ack=518 Win=67072 Len=1384 TSval=1242355173 TSecr=2359524783 [TCP segment of a reassembled PDU]"
"1483","01:50:29.976359123","10.0.0.214","151.101.65.140","TCP","66","","53054  >  443 [ACK] Seq=518 Ack=2769 Win=63104 Len=0 TSval=2359524808 TSecr=1242355173"
"1484","01:50:29.976386022","151.101.65.140","10.0.0.214","TLSv1.2","1077","","Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"1485","01:50:29.976389475","10.0.0.214","151.101.65.140","TCP","66","","53054  >  443 [ACK] Seq=518 Ack=3780 Win=62208 Len=0 TSval=2359524808 TSecr=1242355173"
"1486","01:50:29.977026147","10.0.0.214","151.101.65.140","TLSv1.2","159","","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1487","01:50:29.977033447","151.101.65.140","10.0.0.214","TCP","1450","","443  >  53036 [ACK] Seq=4104 Ack=2045 Win=70144 Len=1384 TSval=3739516597 TSecr=2359524694 [TCP segment of a reassembled PDU]"
"1488","01:50:29.977040530","10.0.0.214","151.101.65.140","TCP","66","","53036  >  443 [ACK] Seq=2177 Ack=5488 Win=63104 Len=0 TSval=2359524808 TSecr=3739516597"
"1489","01:50:29.977125886","151.101.65.140","10.0.0.214","TLSv1.2","1450","","Application Data [TCP segment of a reassembled PDU]"
"1490","01:50:29.977129662","10.0.0.214","151.101.65.140","TCP","66","","53036  >  443 [ACK] Seq=2177 Ack=6872 Win=63104 Len=0 TSval=2359524809 TSecr=3739516597"
"1491","01:50:29.977761547","151.101.65.140","10.0.0.214","TLSv1.2","194","","Application Data, Application Data"
"1492","01:50:29.977769491","10.0.0.214","151.101.65.140","TCP","66","","53036  >  443 [ACK] Seq=2177 Ack=7000 Win=63104 Len=0 TSval=2359524809 TSecr=3739516597"
"1493","01:50:29.977774650","10.0.0.214","151.101.65.140","TLSv1.2","243","","Application Data"
"1494","01:50:29.977783177","10.0.0.214","151.101.65.140","TLSv1.2","363","","Application Data"
"1495","01:50:29.980670203","151.101.65.140","10.0.0.214","TCP","1450","","443  >  53036 [ACK] Seq=7000 Ack=2177 Win=71680 Len=1384 TSval=3739516601 TSecr=2359524788 [TCP segment of a reassembled PDU]"
"1496","01:50:29.980692820","10.0.0.214","151.101.65.140","TCP","66","","53036  >  443 [ACK] Seq=2177 Ack=8384 Win=63104 Len=0 TSval=2359524812 TSecr=3739516601"
"1497","01:50:29.981672117","151.101.65.140","10.0.0.214","TLSv1.2","467","","Application Data, Application Data"
"1498","01:50:29.981767898","10.0.0.214","151.101.65.140","TCP","66","","53036  >  443 [ACK] Seq=2177 Ack=8785 Win=64128 Len=0 TSval=2359524813 TSecr=3739516601"
"1499","01:50:29.999104825","151.101.65.140","10.0.0.214","TCP","66","","443  >  53054 [ACK] Seq=3780 Ack=788 Win=68096 Len=0 TSval=1242355196 TSecr=2359524808"
"1500","01:50:29.999105180","151.101.65.140","10.0.0.214","TLSv1.2","324","","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"1501","01:50:29.999156990","10.0.0.214","151.101.65.140","TCP","66","","53054  >  443 [ACK] Seq=1085 Ack=4038 Win=63872 Len=0 TSval=2359524831 TSecr=1242355196"
"1502","01:50:29.999105198","151.101.65.140","10.0.0.214","TLSv1.2","132","","Application Data"
"1503","01:50:29.999187743","10.0.0.214","151.101.65.140","TCP","66","","53054  >  443 [ACK] Seq=1085 Ack=4104 Win=63872 Len=0 TSval=2359524831 TSecr=1242355196"
"1504","01:50:29.999105217","151.101.65.140","10.0.0.214","TLSv1.2","394","","Application Data"
"1505","01:50:29.999191269","10.0.0.214","151.101.65.140","TCP","66","","53054  >  443 [ACK] Seq=1085 Ack=4432 Win=63616 Len=0 TSval=2359524831 TSecr=1242355197"
"1506","01:50:29.999554319","10.0.0.214","151.101.65.140","TLSv1.2","104","","Application Data"
"1507","01:50:30.005121496","10.0.0.214","151.101.65.140","TLSv1.2","260","","Application Data"
"1508","01:50:30.005183228","10.0.0.214","151.101.65.140","TLSv1.2","937","","Application Data"
"1509","01:50:30.026237138","151.101.65.140","10.0.0.214","TCP","66","","443  >  53054 [ACK] Seq=4432 Ack=2188 Win=71680 Len=0 TSval=1242355223 TSecr=2359524831"
"1510","01:50:30.026309394","151.101.65.140","10.0.0.214","TLSv1.2","108","","Application Data"
"1511","01:50:30.026324184","10.0.0.214","151.101.65.140","TCP","66","","53054  >  443 [ACK] Seq=2188 Ack=4474 Win=64128 Len=0 TSval=2359524858 TSecr=1242355223"
"1512","01:50:30.037339669","151.101.65.140","10.0.0.214","TLSv1.2","158","","Application Data"
"1513","01:50:30.037370069","10.0.0.214","151.101.65.140","TCP","66","","53054  >  443 [ACK] Seq=2188 Ack=4566 Win=64128 Len=0 TSval=2359524869 TSecr=1242355235"
"1514","01:50:30.037488247","151.101.65.140","10.0.0.214","TLSv1.2","106","","Application Data"
"1515","01:50:30.037500353","10.0.0.214","151.101.65.140","TCP","66","","53054  >  443 [ACK] Seq=2188 Ack=4606 Win=64128 Len=0 TSval=2359524869 TSecr=1242355236"
"1516","01:50:30.062624685","151.101.65.140","10.0.0.214","TLSv1.2","3981","","Application Data, Application Data, Application Data"
"1517","01:50:30.062663849","10.0.0.214","151.101.65.140","TCP","66","","53024  >  443 [ACK] Seq=2303 Ack=107304 Win=195328 Len=0 TSval=2359524894 TSecr=1242355259"
"1518","01:50:30.062624861","151.101.65.140","10.0.0.214","TLSv1.2","13906","","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"1519","01:50:30.062683921","10.0.0.214","151.101.65.140","TCP","66","","53024  >  443 [ACK] Seq=2303 Ack=121144 Win=222976 Len=0 TSval=2359524894 TSecr=1242355260"
"1520","01:50:30.062731321","151.101.65.140","10.0.0.214","TLSv1.2","4218","","Application Data, Application Data, Application Data"
"1521","01:50:30.062738789","10.0.0.214","151.101.65.140","TCP","66","","53024  >  443 [ACK] Seq=2303 Ack=125296 Win=231296 Len=0 TSval=2359524894 TSecr=1242355260"
"1522","01:50:30.064330794","151.101.65.140","10.0.0.214","TLSv1.2","1893","","Application Data, Application Data, Application Data"
"1523","01:50:30.064343330","10.0.0.214","151.101.65.140","TCP","66","","53024  >  443 [ACK] Seq=2303 Ack=127123 Win=235008 Len=0 TSval=2359524896 TSecr=1242355260"
"1524","01:50:30.096170501","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","130","","Application Data"
"1525","01:50:30.096191221","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","162","","Application Data"
"1526","01:50:30.096510844","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","218","","Application Data, Application Data"
"1527","01:50:30.102705030","fe80::fa5e:42ff:feb9:eefa","2601:143:c701:ae60:6758:2126:81b1:b731","ICMPv6","86","","Neighbor Solicitation for 2601:143:c701:ae60:6758:2126:81b1:b731 from f8:5e:42:b9:ee:fa"
"1528","01:50:30.102737723","2601:143:c701:ae60:6758:2126:81b1:b731","fe80::fa5e:42ff:feb9:eefa","ICMPv6","78","","Neighbor Advertisement 2601:143:c701:ae60:6758:2126:81b1:b731 (sol)"
"1529","01:50:30.112131197","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47026 [ACK] Seq=30687 Ack=16485 Win=115712 Len=0"
"1530","01:50:30.115318100","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","256","","Application Data"
"1531","01:50:30.115318304","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"1532","01:50:30.115619101","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=16629 Ack=30900 Win=64128 Len=0"
"1533","01:50:30.121336826","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","245","","Application Data"
"1534","01:50:30.121336952","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"1535","01:50:30.121612055","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=16629 Ack=31102 Win=64128 Len=0"
"1536","01:50:30.131183422","10.0.0.214","151.101.193.140","TCP","74","","51578  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=1325260160 TSecr=0 WS=128"
"1537","01:50:30.131287040","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","130","","Application Data"
"1538","01:50:30.131300395","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","162","","Application Data"
"1539","01:50:30.132273889","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","218","","Application Data, Application Data"
"1540","01:50:30.143913438","151.101.65.140","10.0.0.214","TCP","1450","","443  >  53036 [ACK] Seq=8785 Ack=2177 Win=71680 Len=1384 TSval=3739516764 TSecr=2359524813 [TCP segment of a reassembled PDU]"
"1541","01:50:30.143994904","151.101.65.140","10.0.0.214","TLSv1.2","1450","","Application Data [TCP segment of a reassembled PDU]"
"1542","01:50:30.144014046","10.0.0.214","151.101.65.140","TCP","66","","53036  >  443 [ACK] Seq=2177 Ack=11553 Win=63104 Len=0 TSval=2359524975 TSecr=3739516764"
"1543","01:50:30.144929163","151.101.65.140","10.0.0.214","TLSv1.2","2557","","Application Data, Application Data, Application Data"
"1544","01:50:30.144950196","10.0.0.214","151.101.65.140","TCP","66","","53036  >  443 [ACK] Seq=2177 Ack=14044 Win=61056 Len=0 TSval=2359524976 TSecr=3739516764"
"1545","01:50:30.147627652","151.101.193.140","10.0.0.214","TCP","74","","443  >  51578 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1396 SACK_PERM=1 TSval=1587530010 TSecr=1325260160 WS=512"
"1546","01:50:30.147644569","10.0.0.214","151.101.193.140","TCP","54","","51578  >  443 [RST] Seq=1 Win=0 Len=0"
"1547","01:50:30.151873201","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47026 [ACK] Seq=31102 Ack=16917 Win=117760 Len=0"
"1548","01:50:30.153331277","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","230","","Application Data"
"1549","01:50:30.153331401","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"1550","01:50:30.153331419","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","242","","Application Data"
"1551","01:50:30.153331437","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"1552","01:50:30.153581298","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=16917 Ack=31488 Win=64128 Len=0"
"1553","01:50:30.175421787","10.0.0.214","151.101.129.140","TCP","74","","50732  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3851716597 TSecr=0 WS=128"
"1554","01:50:30.175480282","10.0.0.214","151.101.129.140","TCP","74","","50734  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=3851716597 TSecr=0 WS=128"
"1555","01:50:30.191975831","151.101.129.140","10.0.0.214","TCP","74","","443  >  50732 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1396 SACK_PERM=1 TSval=3907195854 TSecr=3851716597 WS=512"
"1556","01:50:30.192005593","10.0.0.214","151.101.129.140","TCP","54","","50732  >  443 [RST] Seq=1 Win=0 Len=0"
"1557","01:50:30.197502723","151.101.129.140","10.0.0.214","TCP","74","","443  >  50734 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1396 SACK_PERM=1 TSval=2848795029 TSecr=3851716597 WS=512"
"1558","01:50:30.197523518","10.0.0.214","151.101.129.140","TCP","54","","50734  >  443 [RST] Seq=1 Win=0 Len=0"
"1559","01:50:30.324066580","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","130","","Application Data"
"1560","01:50:30.324086497","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","156","","Application Data"
"1561","01:50:30.325401946","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","212","","Application Data, Application Data"
"1562","01:50:30.331637104","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","134","","Application Data"
"1563","01:50:30.331663879","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","154","","Application Data"
"1564","01:50:30.332192492","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","210","","Application Data, Application Data"
"1565","01:50:30.338353337","10.0.0.214","151.101.65.140","TCP","74","","53062  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2359525170 TSecr=0 WS=128"
"1566","01:50:30.338436801","10.0.0.214","151.101.65.140","TCP","74","","53064  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2359525170 TSecr=0 WS=128"
"1567","01:50:30.341530693","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47026 [ACK] Seq=31488 Ack=17055 Win=117760 Len=0"
"1568","01:50:30.344926429","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","307","","Application Data"
"1569","01:50:30.344926542","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"1570","01:50:30.345130206","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=17469 Ack=31752 Win=64128 Len=0"
"1571","01:50:30.353608837","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47026 [ACK] Seq=31752 Ack=17333 Win=118784 Len=0"
"1572","01:50:30.354634081","151.101.65.140","10.0.0.214","TCP","74","","443  >  53062 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1396 SACK_PERM=1 TSval=718939067 TSecr=2359525170 WS=512"
"1573","01:50:30.354730399","10.0.0.214","151.101.65.140","TCP","54","","53062  >  443 [RST] Seq=1 Win=0 Len=0"
"1574","01:50:30.356041947","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","301","","Application Data"
"1575","01:50:30.356041982","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"1576","01:50:30.356259731","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=17469 Ack=32010 Win=64128 Len=0"
"1577","01:50:30.356475906","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","308","","Application Data"
"1578","01:50:30.356475963","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"1579","01:50:30.356530002","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=17469 Ack=32275 Win=64128 Len=0"
"1580","01:50:30.356731777","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","130","","Application Data"
"1581","01:50:30.356740535","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","163","","Application Data"
"1582","01:50:30.361583457","10.0.0.214","151.101.65.140","TLSv1.2","216","","Application Data"
"1583","01:50:30.361605794","10.0.0.214","151.101.65.140","TLSv1.2","922","","Application Data"
"1584","01:50:30.363297967","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","299","","Application Data"
"1585","01:50:30.363298104","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"1586","01:50:30.363447635","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=17614 Ack=32531 Win=64128 Len=0"
"1587","01:50:30.364766667","151.101.65.140","10.0.0.214","TCP","74","","443  >  53064 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1396 SACK_PERM=1 TSval=2523224383 TSecr=2359525170 WS=512"
"1588","01:50:30.364837047","10.0.0.214","151.101.65.140","TCP","54","","53064  >  443 [RST] Seq=1 Win=0 Len=0"
"1589","01:50:30.366245079","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","130","","Application Data"
"1590","01:50:30.366263296","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","163","","Application Data"
"1591","01:50:30.380643929","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47026 [ACK] Seq=32531 Ack=17614 Win=119808 Len=0"
"1592","01:50:30.381656960","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","279","","Application Data"
"1593","01:50:30.381656990","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"1594","01:50:30.381949942","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=17759 Ack=32767 Win=64128 Len=0"
"1595","01:50:30.387842002","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47026 [ACK] Seq=32767 Ack=17759 Win=119808 Len=0"
"1596","01:50:30.389148921","151.101.65.140","10.0.0.214","TCP","66","","443  >  53054 [ACK] Seq=4606 Ack=3194 Win=75264 Len=0 TSval=1242355586 TSecr=2359525193"
"1597","01:50:30.389612980","151.101.65.140","10.0.0.214","TLSv1.2","108","","Application Data"
"1598","01:50:30.389623499","10.0.0.214","151.101.65.140","TCP","66","","53054  >  443 [ACK] Seq=3194 Ack=4648 Win=64128 Len=0 TSval=2359525221 TSecr=1242355586"
"1599","01:50:30.389736264","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","276","","Application Data"
"1600","01:50:30.389736311","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"1601","01:50:30.389822574","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=17759 Ack=33000 Win=64128 Len=0"
"1602","01:50:30.390109597","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","130","","Application Data"
"1603","01:50:30.390120497","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","156","","Application Data"
"1604","01:50:30.390574777","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","212","","Application Data, Application Data"
"1605","01:50:30.393795013","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","130","","Application Data"
"1606","01:50:30.393807170","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","154","","Application Data"
"1607","01:50:30.394039580","151.101.65.140","10.0.0.214","TLSv1.2","121","","Application Data"
"1608","01:50:30.394065133","10.0.0.214","151.101.65.140","TCP","66","","53054  >  443 [ACK] Seq=3194 Ack=4703 Win=64128 Len=0 TSval=2359525225 TSecr=1242355593"
"1609","01:50:30.394430959","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","210","","Application Data, Application Data"
"1610","01:50:30.394668721","151.101.65.140","10.0.0.214","TLSv1.2","106","","Application Data"
"1611","01:50:30.394676683","10.0.0.214","151.101.65.140","TCP","66","","53054  >  443 [ACK] Seq=3194 Ack=4743 Win=64128 Len=0 TSval=2359525226 TSecr=1242355593"
"1612","01:50:30.397204851","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","130","","Application Data"
"1613","01:50:30.397217335","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","160","","Application Data"
"1614","01:50:30.397523251","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","216","","Application Data, Application Data"
"1615","01:50:30.404402321","162.159.134.234","10.0.0.214","TLSv1.2","661","","Application Data"
"1616","01:50:30.404478210","10.0.0.214","162.159.134.234","TCP","54","","42220  >  443 [ACK] Seq=55 Ack=6198 Win=2007 Len=0"
"1617","01:50:30.410708495","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47026 [ACK] Seq=33000 Ack=18307 Win=121856 Len=0"
"1618","01:50:30.413007425","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","306","","Application Data"
"1619","01:50:30.413007483","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"1620","01:50:30.413007499","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","301","","Application Data"
"1621","01:50:30.413007515","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"1622","01:50:30.413066001","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","305","","Application Data"
"1623","01:50:30.413066031","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"1624","01:50:30.413318555","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=18591 Ack=33783 Win=64128 Len=0"
"1625","01:50:30.413479848","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","414","","Application Data"
"1626","01:50:30.413479889","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"1627","01:50:30.413512206","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","130","","Application Data"
"1628","01:50:30.413520893","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","163","","Application Data"
"1629","01:50:30.413936404","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TLSv1.3","219","","Application Data, Application Data"
"1630","01:50:30.416409234","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TCP","74","","443  >  47026 [ACK] Seq=34154 Ack=18449 Win=121856 Len=0"
"1631","01:50:30.417970156","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","471","","Application Data"
"1632","01:50:30.417970182","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","105","","Application Data"
"1633","01:50:30.418059979","2601:143:c701:ae60:6758:2126:81b1:b731","2606:4700::6810:f9f9","TCP","74","","47026  >  443 [ACK] Seq=18881 Ack=34582 Win=64128 Len=0"
"1634","01:50:30.425506355","2606:4700::6810:f9f9","2601:143:c701:ae60:6758:2126:81b1:b731","TLSv1.3","327","","Application Data"
